t,Q,XKDC,XKA,WI,XKR
1,126283.144123639,0.757682679487135,-0.00849485397373788,41.6660810340387,0.00147941497687214
1.99999999999989,114849.119446851,0.771360980370901,-0.00926719847949773,40.9654655952259,0.00151812865797243
2.99999999999978,104515.704222855,0.784037479491354,-0.0101011328415371,40.3338907135398,0.00156267128440379
3.99999999999967,95182.8322356011,0.79489870062215,-0.010952806946076,39.7356443150164,0.00161298763239571
5,86774.5341541647,0.80766051709266,-0.0120289747271463,39.3308740286036,0.00166588709086387
6.00000000000034,79240.9631231466,0.817765656277333,-0.0130747145664085,38.9265833477157,0.0017238856152605
7.00000000000067,72554.3226578026,0.828131839292902,-0.0142698005534517,38.6686532023127,0.00178340803840616
8.00000000000101,66704.0466981066,0.836993364603527,-0.0154695333413819,38.4605176074974,0.00184499115058963
9.00000000000045,61694.2644559721,0.844766778916863,-0.0166690823774101,38.3210549503081,0.00190650495262096
9.9999999999999,57544.8781004942,0.85152479667249,-0.0178286507686889,38.2509173641828,0.00196543511378657
10.9999999999993,54283.5360239855,0.857139402390241,-0.0188724189678493,38.2313193465,0.00201921992079979
11.9999999999988,51944.0992281628,0.861480713775203,-0.0197098381104287,38.237251919339,0.0020652202351382
12.9999999999982,50558.8799930672,0.864462640322115,-0.0202546552369107,38.2440860016548,0.00210111898168646
13.9999999999977,50147.414767589,0.866091036550147,-0.0204523847499651,38.2372840835179,0.00212540029968696
14.9999999999971,50691.4202460202,0.866434239410847,-0.0202964961223954,38.2130673611157,0.00213799769044457
